@RELATION pyAudioAnalysis/data/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {outputs_nonstutter,outputs_stutter}

@DATA
0.052405,0.059148,2.815183,0.245094,0.286949,0.291866,0.005639,0.018920,-23.448283,1.474147,0.027355,0.358992,-0.014960,0.244971,0.126024,0.005415,0.032991,0.059643,0.009722,0.003357,0.033793,0.001843,0.000554,0.214959,0.002571,0.012999,0.002107,0.173667,0.000924,0.001090,0.002406,0.008806,0.000674,0.085256,0.021036,0.012868,0.202433,0.014746,0.015632,0.115874,0.003610,0.019807,0.726815,0.361328,0.227873,0.182669,0.165230,0.189747,0.190286,0.119299,0.148189,0.154200,0.130311,0.143669,0.132631,0.000998,0.000459,0.133706,0.001516,0.015433,0.001707,0.105401,0.001202,0.000881,0.002231,0.006425,0.000618,0.017466,outputs_nonstutter
0.051565,0.003360,2.734573,0.265649,0.294017,0.315113,0.006838,0.029401,-28.276357,1.611042,0.228132,0.520277,-0.070907,0.197709,0.096842,0.047864,0.017163,0.039615,0.026757,0.048648,0.054581,0.001276,0.000459,0.211182,0.001018,0.028510,0.001528,0.135171,0.000173,0.000617,0.001230,0.011885,0.000409,0.075835,0.016937,0.001485,0.259666,0.026764,0.025683,0.397099,0.003932,0.101398,0.459203,0.351288,0.146577,0.179787,0.146544,0.158405,0.127756,0.150009,0.172657,0.213318,0.118279,0.123827,0.142936,0.000997,0.000401,0.127504,0.001056,0.024770,0.001069,0.087186,0.000147,0.000467,0.000915,0.012224,0.000248,0.022529,outputs_nonstutter
0.056670,0.031244,3.009763,0.122230,0.163759,0.388266,0.010197,0.094102,-24.917208,2.277595,-0.350783,0.332711,-0.381437,-0.277906,0.029839,0.193065,-0.118197,-0.064414,-0.195733,-0.033467,0.271080,0.021860,0.020044,0.057884,0.027430,0.024670,0.009389,0.025207,0.001841,0.007320,0.005717,0.009903,0.004950,0.024890,0.064660,0.041763,0.243915,0.069411,0.036453,0.657784,0.007561,0.119699,2.694196,1.020415,0.678462,0.440845,0.537361,0.388100,0.187155,0.265524,0.382085,0.346782,0.182911,0.186880,0.222151,0.024545,0.040530,0.045413,0.033132,0.021321,0.014164,0.026264,0.001722,0.007798,0.004768,0.007610,0.004867,0.012141,outputs_nonstutter
0.046733,0.020374,2.700987,0.146205,0.195208,0.459936,0.012587,0.087341,-25.600805,2.224972,0.340040,0.439843,-0.329390,-0.067332,-0.319966,0.110917,-0.033531,-0.089461,0.021097,-0.064976,0.157806,0.026733,0.003896,0.074325,0.011092,0.026033,0.006872,0.072931,0.000848,0.008496,0.005587,0.011428,0.003496,0.030258,0.036824,0.024278,0.419054,0.053514,0.031014,0.597021,0.010062,0.105610,2.565728,1.012582,0.631333,0.412041,0.259938,0.397529,0.326512,0.229625,0.263026,0.197846,0.254735,0.124489,0.163321,0.025859,0.005366,0.045985,0.009694,0.020149,0.007857,0.056498,0.001440,0.007922,0.004298,0.012918,0.002930,0.015085,outputs_nonstutter
0.050386,0.006581,2.805902,0.128215,0.169345,0.471840,0.007300,0.092377,-26.373225,1.925992,-0.338201,0.280456,-0.314005,0.194715,-0.126051,0.252789,-0.096256,-0.002278,0.028123,-0.024138,0.175619,0.022139,0.002382,0.056885,0.007088,0.014575,0.029572,0.028807,0.002263,0.005505,0.005565,0.024430,0.007911,0.020390,0.038071,0.009799,0.411985,0.056948,0.028874,0.622630,0.003860,0.086461,2.806699,0.919986,0.791869,0.388989,0.363016,0.375641,0.288555,0.254613,0.312665,0.175888,0.140510,0.140417,0.182817,0.014788,0.003259,0.031744,0.004347,0.018114,0.026616,0.035257,0.002812,0.006240,0.003873,0.016510,0.008348,0.010768,outputs_nonstutter
0.059256,0.004520,2.901741,0.144180,0.184105,0.524513,0.008509,0.077495,-28.486997,1.525259,0.371008,0.347825,-0.411342,-0.080816,-0.040692,0.044612,0.079542,-0.008393,0.056480,0.035864,0.074011,0.012585,0.003207,0.082445,0.009295,0.020192,0.014442,0.038850,0.001513,0.006907,0.009212,0.020164,0.007043,0.027055,0.034680,0.008385,0.485191,0.046809,0.039853,0.525354,0.006000,0.072662,3.038524,1.356643,0.697993,0.406238,0.239850,0.522452,0.299719,0.208860,0.199198,0.288595,0.221269,0.190164,0.196474,0.012234,0.002735,0.074486,0.012603,0.020537,0.021646,0.026362,0.002042,0.009495,0.010700,0.021693,0.006825,0.018841,outputs_nonstutter
0.067854,0.012385,2.622213,0.160418,0.192482,0.509417,0.007256,0.099682,-25.910663,1.654905,0.005658,0.534953,-0.622315,0.212386,-0.194249,0.088013,0.084450,-0.141838,0.088332,0.073244,0.145437,0.005521,0.005154,0.074962,0.009597,0.030799,0.011422,0.029382,0.004246,0.003882,0.011596,0.028125,0.004624,0.026040,0.055165,0.012655,0.550601,0.063682,0.038620,0.661829,0.005770,0.108305,3.131801,1.041571,0.838031,0.305267,0.387838,0.441113,0.230873,0.297641,0.267098,0.209198,0.194949,0.189962,0.182626,0.005770,0.005078,0.093338,0.009804,0.033721,0.012313,0.032395,0.008433,0.004131,0.008725,0.027371,0.004803,0.025215,outputs_nonstutter
0.065222,0.022993,3.063990,0.140449,0.179724,0.555860,0.005400,0.095100,-25.077596,1.167470,-0.247965,0.198501,-0.646763,-0.080627,0.148908,0.441756,0.021520,-0.146031,-0.144631,-0.016978,0.115344,0.014308,0.008374,0.042928,0.010975,0.019752,0.010464,0.021031,0.003480,0.006100,0.009555,0.017842,0.008253,0.016454,0.039113,0.033253,0.207818,0.042657,0.028451,0.486565,0.003784,0.051781,2.479598,1.518627,0.452232,0.549019,0.410817,0.420734,0.291608,0.324574,0.254950,0.296125,0.166953,0.227530,0.246013,0.018612,0.009721,0.029713,0.014217,0.015769,0.010422,0.016609,0.004488,0.007277,0.012347,0.018252,0.010181,0.006454,outputs_nonstutter
0.082917,0.021769,2.578433,0.144339,0.174133,0.575986,0.006458,0.103221,-24.613222,1.922541,0.947132,-0.064446,-0.887456,-0.041224,-0.366181,0.291370,0.069400,-0.093012,0.221407,-0.075666,0.244843,0.012601,0.011870,0.026454,0.008754,0.026293,0.023204,0.016476,0.001472,0.006311,0.022742,0.026269,0.009928,0.015656,0.080038,0.018683,0.644113,0.059393,0.020533,0.632717,0.004633,0.119674,2.014087,0.849248,0.821845,0.355995,0.344662,0.367379,0.303054,0.305292,0.253745,0.167774,0.295599,0.201817,0.159357,0.010843,0.015109,0.016738,0.010087,0.026342,0.028073,0.014785,0.002353,0.006576,0.016447,0.015943,0.015906,0.007995,outputs_nonstutter
0.150363,0.014342,2.878523,0.216752,0.173668,1.096505,0.006497,0.225454,-26.631865,1.349966,0.258566,0.500491,-0.438712,-0.175542,-0.046118,0.073126,0.120936,-0.047111,0.065837,-0.041647,0.237954,0.010428,0.003117,0.043970,0.006448,0.021161,0.011348,0.025416,0.002192,0.003570,0.004667,0.012405,0.004450,0.015305,0.105730,0.017964,0.448726,0.087802,0.030078,0.793981,0.005087,0.164212,2.825299,1.227308,0.803633,0.272199,0.340284,0.310343,0.321502,0.196140,0.270007,0.275078,0.178360,0.126451,0.197821,0.013233,0.002881,0.042530,0.008353,0.021423,0.020577,0.026353,0.005924,0.005692,0.008003,0.019061,0.005033,0.013018,outputs_nonstutter
0.075771,0.004838,2.801816,0.184643,0.195573,0.784056,0.006365,0.139156,-28.785414,0.997966,-0.169912,0.421504,-0.336422,0.130488,-0.060702,0.087856,0.048667,-0.114780,0.100424,0.033675,0.189854,0.009182,0.003128,0.060779,0.003439,0.027975,0.011975,0.051810,0.002859,0.004613,0.005045,0.014316,0.003517,0.026610,0.049910,0.009712,0.549038,0.081595,0.050704,0.770909,0.006073,0.144845,3.368317,1.051651,0.680328,0.448109,0.323390,0.380659,0.231310,0.200623,0.239782,0.139389,0.215298,0.235053,0.172058,0.013043,0.002348,0.075540,0.003273,0.027932,0.019983,0.063407,0.004949,0.007161,0.005959,0.019831,0.003210,0.023338,outputs_nonstutter
0.099592,0.010269,2.886586,0.164566,0.173291,0.647524,0.009836,0.146234,-28.091976,2.122577,0.062923,0.375763,-0.205737,-0.317695,-0.064547,0.102116,-0.054504,-0.068784,0.136122,-0.001943,0.205144,0.015106,0.003608,0.051591,0.009527,0.016888,0.010121,0.038767,0.003777,0.016634,0.007503,0.012014,0.006390,0.020040,0.117232,0.019512,0.540914,0.101207,0.035896,0.885936,0.006625,0.183599,3.587088,1.120208,0.901847,0.345023,0.409254,0.299302,0.324800,0.420663,0.337538,0.307441,0.248688,0.185392,0.223858,0.015549,0.005469,0.043391,0.013372,0.013594,0.012447,0.049556,0.007511,0.023028,0.008107,0.016490,0.008610,0.015278,outputs_nonstutter
0.147300,0.011882,2.965786,0.217216,0.176597,1.139163,0.008038,0.234574,-27.801092,1.518207,0.142584,0.320490,-0.456890,-0.081718,0.071532,0.065781,0.066180,-0.115909,0.064051,-0.004759,0.182625,0.013133,0.002990,0.026026,0.008399,0.019951,0.006410,0.047892,0.001146,0.006863,0.006364,0.009046,0.003199,0.016703,0.124791,0.019089,0.331162,0.104884,0.032625,0.972447,0.007025,0.188143,3.410789,1.299664,0.665449,0.338042,0.525201,0.256955,0.308614,0.169462,0.342554,0.154367,0.159681,0.148421,0.191984,0.020354,0.003131,0.026572,0.010287,0.021998,0.009662,0.050853,0.001503,0.012376,0.009050,0.011891,0.004002,0.014145,outputs_nonstutter
0.087908,0.011742,2.978138,0.173486,0.190625,0.666356,0.009583,0.119918,-26.912868,2.192926,0.658694,0.347368,-0.367033,-0.177586,-0.040801,-0.058271,0.017719,-0.027096,0.071895,0.065333,0.179672,0.010493,0.002185,0.045115,0.007284,0.023027,0.035391,0.046135,0.000771,0.004982,0.021196,0.016167,0.005217,0.026208,0.098130,0.016016,0.332882,0.079301,0.033079,0.865369,0.006110,0.164042,2.951152,0.849612,0.741389,0.290768,0.283113,0.336516,0.373460,0.228641,0.156404,0.229382,0.199088,0.159957,0.146386,0.010146,0.002521,0.051254,0.008101,0.024328,0.042747,0.068774,0.000981,0.004834,0.032932,0.014339,0.006709,0.020421,outputs_nonstutter
0.087477,0.007180,2.957716,0.228960,0.231988,0.787291,0.004787,0.150000,-27.649138,1.182712,0.080536,0.204993,-0.521651,-0.183400,0.167615,0.174833,0.109812,-0.074609,0.061709,0.082563,0.161559,0.003810,0.003161,0.121410,0.003348,0.022750,0.004280,0.094154,0.002256,0.002151,0.004415,0.008484,0.002223,0.046731,0.070280,0.017349,0.262982,0.065458,0.037542,0.686693,0.003390,0.177285,1.653825,0.717199,0.541041,0.319673,0.302689,0.265360,0.350366,0.172551,0.257481,0.242706,0.220760,0.165680,0.194997,0.006494,0.003446,0.104886,0.003692,0.019352,0.007458,0.069599,0.002584,0.001115,0.006138,0.011667,0.002080,0.025019,outputs_nonstutter
0.039292,0.010777,2.957738,0.104951,0.154658,0.172760,0.007051,0.078085,-25.596019,2.305490,-0.952843,0.878567,-0.326400,0.212273,-0.193323,0.214147,-0.281255,-0.040873,-0.018184,0.048764,0.236495,0.015894,0.004065,0.063985,0.011812,0.013632,0.035285,0.020680,0.004431,0.004387,0.006426,0.027375,0.009058,0.021448,0.032121,0.012612,0.248157,0.054603,0.043955,0.310945,0.003737,0.081923,2.614266,0.579752,0.855026,0.423181,0.504082,0.358897,0.262211,0.237107,0.191899,0.187269,0.185284,0.235863,0.181653,0.008907,0.006750,0.037853,0.011355,0.010433,0.027664,0.011455,0.005792,0.002803,0.004744,0.026672,0.011204,0.009950,outputs_nonstutter
0.048548,0.024665,2.829700,0.126088,0.173471,0.421839,0.008547,0.083258,-24.830119,1.999645,0.445563,0.274998,-0.652280,-0.139472,-0.321666,0.285889,0.029760,0.017599,-0.043929,-0.111184,0.293493,0.011754,0.009269,0.050963,0.010788,0.027822,0.015440,0.026922,0.000993,0.010511,0.011648,0.031362,0.008487,0.020237,0.044420,0.032644,0.286265,0.049370,0.022497,0.578555,0.004663,0.089475,2.041271,1.305360,0.717359,0.615440,0.451669,0.460498,0.302769,0.193189,0.227066,0.241908,0.224897,0.184565,0.204380,0.009884,0.012376,0.036098,0.011610,0.027624,0.016556,0.025676,0.001172,0.015197,0.010217,0.024616,0.010923,0.009899,outputs_nonstutter
0.044896,0.014832,2.802252,0.131387,0.186657,0.222805,0.006633,0.061887,-26.016577,2.004900,-0.642458,0.455416,-0.335625,0.280300,-0.230832,0.156358,-0.049767,-0.155923,0.076505,0.137568,0.058158,0.012042,0.006843,0.040219,0.008836,0.042866,0.011951,0.052405,0.003302,0.004125,0.011713,0.026883,0.007821,0.025164,0.019926,0.019906,0.456624,0.048888,0.041300,0.207187,0.005076,0.033914,3.386082,0.783359,0.733616,0.488476,0.588335,0.460834,0.363960,0.289730,0.292396,0.166481,0.167224,0.229939,0.155272,0.011671,0.006227,0.031755,0.011190,0.034726,0.012725,0.074971,0.005039,0.003806,0.008261,0.025188,0.007802,0.018793,outputs_nonstutter
0.085209,0.016090,3.062278,0.158893,0.182476,0.817011,0.007287,0.128312,-27.232770,1.339143,-0.351853,-0.341736,-0.156860,-0.194901,0.062619,0.333150,0.138293,-0.207945,-0.193690,0.149766,0.054120,0.013649,0.007955,0.063845,0.012912,0.022840,0.004243,0.031492,0.003080,0.004362,0.003630,0.006782,0.007424,0.022165,0.062680,0.029100,0.271434,0.057434,0.033491,0.748824,0.007099,0.108154,2.990554,1.730476,0.584151,0.377689,0.451046,0.259033,0.296021,0.332220,0.221197,0.157029,0.249467,0.217060,0.180711,0.021270,0.011175,0.075681,0.015805,0.028549,0.003293,0.031490,0.004850,0.004153,0.002336,0.007785,0.008246,0.020668,outputs_nonstutter
0.057260,0.001261,2.711443,0.237528,0.267485,0.475491,0.006872,0.063884,-29.921934,1.606261,0.112383,0.171171,-0.051693,0.108294,0.107457,0.156257,0.073816,0.046633,-0.070989,0.049252,0.083155,0.004850,0.004598,0.194343,0.003809,0.020112,0.002591,0.115655,0.000766,0.001267,0.003031,0.011453,0.001507,0.066116,0.021800,0.002729,0.288417,0.045830,0.032222,0.504597,0.004735,0.123029,1.886879,0.670937,0.215759,0.343459,0.302834,0.377514,0.213279,0.157669,0.217624,0.172311,0.229805,0.193223,0.191534,0.006962,0.014461,0.129362,0.005757,0.023523,0.002762,0.060089,0.000999,0.001380,0.003654,0.007565,0.002667,0.026990,outputs_nonstutter
0.071801,0.022328,2.935692,0.152736,0.182815,0.526141,0.008985,0.096869,-26.065284,2.167135,0.541709,0.218206,-0.321491,-0.174668,-0.331940,0.231058,-0.038866,-0.043512,-0.007095,0.017715,0.151690,0.023777,0.002814,0.080266,0.029672,0.015123,0.010162,0.045032,0.000726,0.006871,0.006342,0.010662,0.009954,0.030522,0.093410,0.022613,0.410079,0.081218,0.044840,0.733305,0.006820,0.134627,3.474207,1.219593,0.467707,0.426571,0.343552,0.311712,0.326386,0.338024,0.191292,0.184292,0.214178,0.171458,0.209208,0.022641,0.004166,0.101930,0.044820,0.021303,0.011134,0.028450,0.000931,0.008974,0.007914,0.010168,0.013085,0.026363,outputs_nonstutter
0.030082,0.014640,2.993955,0.109439,0.163454,0.204815,0.010087,0.055263,-25.435505,2.777546,0.478795,0.140781,-0.550892,-0.027195,-0.318252,0.194483,-0.111792,-0.129431,-0.071231,-0.052428,0.142428,0.022998,0.007511,0.074857,0.043009,0.022595,0.018009,0.016324,0.000492,0.004972,0.018414,0.010763,0.005007,0.030140,0.031042,0.015810,0.396174,0.042720,0.032425,0.288328,0.006274,0.083295,1.710686,0.568866,0.840638,0.454505,0.293006,0.318705,0.358855,0.319427,0.270283,0.146543,0.161850,0.258801,0.191988,0.026297,0.010718,0.047667,0.046633,0.017069,0.025900,0.017735,0.000516,0.006325,0.025085,0.011192,0.006136,0.009251,outputs_nonstutter
0.050817,0.025390,2.866385,0.128452,0.175422,0.338360,0.012653,0.077995,-24.841435,2.330894,-0.294261,0.224550,0.021738,-0.150915,-0.247847,0.262522,-0.241728,-0.116498,0.120147,-0.106306,0.061063,0.011889,0.008780,0.034452,0.038765,0.051959,0.009042,0.018789,0.003138,0.005622,0.011656,0.012961,0.009441,0.027001,0.054766,0.026218,0.377652,0.065386,0.044114,0.589887,0.012396,0.113510,2.510615,0.831786,1.142675,0.358881,0.447871,0.385557,0.294373,0.251466,0.356973,0.251597,0.198783,0.228672,0.193778,0.013347,0.020632,0.040508,0.057939,0.067080,0.007467,0.012740,0.005024,0.007461,0.013196,0.007824,0.014226,0.018875,outputs_nonstutter
0.065268,0.014693,2.900872,0.130989,0.163438,0.468242,0.008699,0.085662,-25.579702,2.035273,0.510103,0.070624,-0.548182,0.030761,-0.472470,0.171302,-0.114958,0.036609,0.052319,0.114289,0.283549,0.025987,0.007179,0.043898,0.010680,0.012829,0.019335,0.042636,0.000888,0.016430,0.007266,0.012433,0.009412,0.019228,0.066329,0.013589,0.397155,0.059048,0.027046,0.636431,0.005546,0.115218,2.566539,0.948854,1.050548,0.450222,0.274016,0.347627,0.331060,0.231601,0.246295,0.211587,0.270209,0.271049,0.246611,0.020412,0.010419,0.025703,0.014173,0.011641,0.024961,0.028749,0.001086,0.015689,0.007743,0.013184,0.009305,0.007924,outputs_nonstutter
0.113884,0.005434,2.987839,0.174852,0.179781,0.833681,0.007447,0.170281,-28.966421,1.530195,0.270976,0.111236,-0.348406,0.092445,-0.336981,0.098745,-0.084813,-0.020515,0.144973,-0.045166,0.208788,0.015650,0.002960,0.037358,0.005040,0.010589,0.010092,0.048364,0.005446,0.015002,0.006938,0.010601,0.003160,0.018866,0.124998,0.012194,0.342001,0.105672,0.031393,1.023034,0.006664,0.213977,3.767675,1.012914,1.194263,0.554378,0.391069,0.296686,0.356563,0.191147,0.286289,0.220287,0.222242,0.238394,0.203920,0.017406,0.002520,0.029261,0.007414,0.011658,0.011500,0.047664,0.010311,0.016581,0.006511,0.014054,0.002390,0.012114,outputs_nonstutter
0.030876,0.018368,2.927430,0.090888,0.147013,0.109855,0.013540,0.049138,-25.383901,2.460059,-0.982424,0.147083,-0.240767,-0.242614,-0.229494,0.253216,-0.134931,-0.025681,0.105824,-0.023316,0.276018,0.026537,0.013580,0.037102,0.010460,0.023096,0.014610,0.029648,0.004608,0.007714,0.008416,0.011995,0.014994,0.018461,0.016945,0.021763,0.212511,0.042234,0.041020,0.225724,0.006997,0.041646,2.299815,1.007325,1.012952,0.550241,0.564430,0.221251,0.265998,0.292843,0.314262,0.236624,0.347561,0.211732,0.266776,0.023144,0.013961,0.024914,0.012615,0.027315,0.017166,0.033471,0.004929,0.006642,0.010586,0.015615,0.011497,0.009074,outputs_nonstutter
0.086207,0.015658,2.805143,0.149279,0.175847,0.530652,0.008030,0.129855,-25.463830,2.146766,-0.468970,0.710001,-0.461750,-0.116108,-0.141696,0.162700,-0.097267,-0.102258,0.137912,0.017668,0.200206,0.017307,0.005493,0.044871,0.011009,0.016821,0.013466,0.027157,0.002092,0.018235,0.009811,0.016757,0.004334,0.016094,0.101599,0.018523,0.323985,0.084677,0.032096,0.794385,0.004172,0.165438,2.548515,0.858086,0.870196,0.336658,0.439745,0.400465,0.328085,0.291466,0.328433,0.237733,0.189864,0.207915,0.246941,0.017699,0.004551,0.024900,0.008156,0.009959,0.012611,0.022481,0.002719,0.019674,0.010299,0.014679,0.004918,0.006622,outputs_nonstutter
0.066856,0.010766,2.700390,0.169278,0.186340,0.700394,0.006721,0.125091,-27.881616,1.380411,0.005698,0.138980,-0.238990,0.106295,-0.196045,0.435350,-0.034639,-0.120403,0.152661,-0.009432,0.151189,0.016039,0.004083,0.059169,0.009926,0.022638,0.009476,0.035815,0.001215,0.007167,0.006809,0.007807,0.004103,0.021310,0.039850,0.018263,0.666357,0.088929,0.044842,0.674345,0.005395,0.132419,3.869756,1.200822,0.866719,0.361848,0.287688,0.236607,0.295067,0.250426,0.311762,0.248169,0.206921,0.221778,0.214582,0.024413,0.003561,0.050409,0.012048,0.026792,0.015778,0.033908,0.001147,0.008877,0.006626,0.008570,0.005314,0.014896,outputs_nonstutter
0.079424,0.013997,2.898173,0.153094,0.173360,0.669161,0.007434,0.139247,-25.319328,1.821508,0.179717,0.167845,-0.398784,0.072000,-0.228441,0.307736,-0.089570,-0.138887,0.028526,-0.026803,0.111028,0.025525,0.005123,0.043441,0.008257,0.018149,0.012332,0.025644,0.001342,0.009084,0.006233,0.011538,0.008170,0.017553,0.068765,0.017995,0.320825,0.070829,0.036197,0.697146,0.003909,0.116791,2.378835,0.654217,0.973190,0.401581,0.513009,0.360584,0.308468,0.309823,0.238614,0.222720,0.208589,0.270396,0.178360,0.028830,0.003970,0.030665,0.006168,0.014009,0.018471,0.028119,0.001298,0.012971,0.006312,0.010066,0.010056,0.009587,outputs_nonstutter
0.055150,0.009447,2.937712,0.150198,0.196632,0.499468,0.006180,0.078448,-27.519249,1.540191,0.518824,0.227286,-0.410879,0.148489,-0.201853,0.256979,0.043893,-0.203285,-0.046201,0.034850,0.069297,0.030363,0.006160,0.073859,0.007512,0.019593,0.016651,0.058617,0.000868,0.004294,0.005561,0.017490,0.004612,0.030158,0.037081,0.016425,0.345974,0.047594,0.036484,0.451903,0.004710,0.060262,3.238528,1.099070,0.545895,0.476791,0.285092,0.228512,0.265859,0.303734,0.211452,0.177524,0.189439,0.197315,0.176108,0.028929,0.009897,0.052522,0.006306,0.018123,0.024882,0.069170,0.000922,0.003154,0.004028,0.014445,0.003512,0.018661,outputs_nonstutter
0.052541,0.027710,2.886045,0.125290,0.165031,0.309632,0.009035,0.069737,-24.365464,2.337225,0.367588,0.123599,-0.455590,-0.228240,-0.226341,0.223615,-0.215355,-0.103832,-0.025068,0.079537,0.185434,0.017804,0.003197,0.050770,0.019861,0.023194,0.035663,0.028097,0.001994,0.006088,0.009347,0.024128,0.006732,0.021711,0.071377,0.021245,0.485922,0.079036,0.045247,0.474874,0.004236,0.123637,2.202755,0.557163,1.233201,0.620274,0.689772,0.336790,0.347142,0.337016,0.309754,0.216053,0.230770,0.222796,0.164281,0.021562,0.003440,0.027995,0.018556,0.019282,0.038173,0.016562,0.005502,0.005251,0.008160,0.023946,0.007207,0.008664,outputs_nonstutter
0.054605,0.020617,2.895336,0.154582,0.195705,0.477759,0.007127,0.094147,-26.997082,1.725857,-0.539846,0.050876,-0.328893,-0.171585,0.179397,0.196441,-0.241537,-0.064514,-0.105637,0.119406,0.114798,0.013569,0.009412,0.058679,0.021575,0.018291,0.007167,0.048450,0.002745,0.007704,0.006883,0.010370,0.007725,0.025275,0.038402,0.029473,0.360914,0.070461,0.041340,0.573041,0.004898,0.108316,4.148705,0.986805,0.633809,0.288448,0.467291,0.336376,0.229318,0.268576,0.337277,0.340669,0.290319,0.243030,0.235280,0.010896,0.021233,0.058387,0.024506,0.019778,0.006243,0.054169,0.003133,0.005952,0.009852,0.010165,0.011262,0.017226,outputs_nonstutter
0.101928,0.028026,3.074917,0.165824,0.177694,0.621474,0.014904,0.161751,-25.545441,2.391220,-0.255791,0.119688,-0.138994,-0.370106,-0.199841,0.115436,0.013605,-0.042817,-0.087565,-0.076048,0.102664,0.009924,0.009100,0.026194,0.052143,0.023653,0.005413,0.011800,0.002124,0.004177,0.012718,0.008099,0.018487,0.022536,0.121762,0.028285,0.277020,0.108445,0.039899,0.859512,0.013971,0.194653,2.356111,1.057599,0.828103,0.847236,0.497754,0.532267,0.429209,0.396497,0.315033,0.283020,0.265002,0.190264,0.159699,0.009930,0.023297,0.019162,0.056660,0.033690,0.004769,0.012022,0.004519,0.004668,0.024751,0.011194,0.029617,0.014647,outputs_nonstutter
0.047142,0.010174,2.802461,0.111696,0.158395,0.313125,0.007647,0.071234,-25.493855,1.923369,-0.294551,0.617064,-0.237506,-0.028631,-0.161387,0.164980,-0.223083,-0.101760,0.032830,0.007684,0.192973,0.022307,0.005278,0.058512,0.013925,0.020576,0.019726,0.025685,0.002157,0.007068,0.005625,0.012085,0.004750,0.018682,0.032023,0.012386,0.606916,0.042041,0.028314,0.427536,0.004127,0.059100,1.984775,0.898043,1.037407,0.374861,0.449622,0.407286,0.474641,0.259105,0.349181,0.189757,0.203207,0.161587,0.204554,0.020548,0.004538,0.038081,0.015635,0.015054,0.019976,0.014919,0.001979,0.007370,0.004071,0.010585,0.005038,0.010287,outputs_nonstutter
0.041447,0.007088,2.926499,0.117704,0.167694,0.332083,0.009214,0.071053,-26.557532,2.129687,0.287682,0.438596,-0.476043,-0.035938,-0.306485,0.000442,-0.200662,0.001076,-0.040197,0.091956,0.140900,0.015586,0.002983,0.044911,0.010767,0.038598,0.030339,0.028578,0.003715,0.008736,0.015239,0.033876,0.005661,0.021868,0.040029,0.008870,0.289794,0.052452,0.034241,0.474618,0.007371,0.075194,2.822716,0.937070,1.022507,0.498173,0.271289,0.367653,0.306615,0.297191,0.306514,0.136885,0.191178,0.173223,0.185546,0.015175,0.003241,0.025527,0.010329,0.034578,0.025366,0.015084,0.006076,0.007805,0.022067,0.026714,0.005903,0.007825,outputs_nonstutter
