@RELATION pyAudioAnalysis/data/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {outputs_nonstutter,outputs_stutter}

@DATA
0.037046,0.052746,2.951280,0.142324,0.196310,0.229700,0.012504,0.038702,-25.523858,2.221772,-0.305689,-0.031844,-0.074008,-0.120768,0.297504,-0.330093,-0.172296,0.037824,-0.237218,-0.324701,-0.245719,0.010084,0.007781,0.045808,0.021251,0.012606,0.008616,0.067966,0.005508,0.021558,0.003702,0.049714,0.002744,0.036587,0.009397,0.065394,0.392202,0.033157,0.019240,0.208126,0.008532,0.038875,3.359227,0.711184,0.779130,0.455595,0.337066,0.365824,0.339847,0.305193,0.213510,0.251768,0.462255,0.333817,0.377053,0.013961,0.010991,0.048640,0.034307,0.030190,0.017561,0.073264,0.012804,0.038856,0.003387,0.057719,0.002957,0.017761,outputs_nonstutter
0.083553,0.044384,3.019352,0.174692,0.181129,0.720651,0.012301,0.134074,-25.528248,2.086337,0.614571,-0.318735,-0.317415,-0.319343,-0.242063,-0.242375,-0.041395,-0.195570,-0.210988,-0.246010,0.084349,0.003919,0.001981,0.023847,0.082154,0.024766,0.007051,0.017706,0.000464,0.005408,0.015556,0.017084,0.004966,0.030680,0.092150,0.043440,0.337817,0.085880,0.018781,0.878441,0.010662,0.169513,2.527425,0.718330,0.821451,0.517783,0.447881,0.303324,0.269035,0.346199,0.290879,0.447555,0.535732,0.364326,0.206125,0.004858,0.004558,0.036765,0.088877,0.024032,0.010649,0.024374,0.000472,0.011384,0.021316,0.025959,0.012055,0.020865,outputs_nonstutter
0.090245,0.058532,3.096826,0.172046,0.177422,0.596108,0.010509,0.137523,-24.980421,2.311260,0.387705,-0.334834,-0.275537,-0.160497,0.171167,-0.079667,-0.001718,-0.056575,-0.208928,-0.464648,-0.393889,0.048023,0.022425,0.059835,0.010255,0.002532,0.008601,0.022308,0.003565,0.001413,0.003339,0.027119,0.007043,0.033453,0.096836,0.044296,0.261681,0.088036,0.022434,0.664419,0.007155,0.153555,2.319844,0.958920,0.600574,0.394345,0.414802,0.256962,0.277403,0.214678,0.273330,0.266771,0.349509,0.390424,0.302499,0.059795,0.032767,0.076205,0.017806,0.002090,0.025893,0.041618,0.007475,0.001089,0.006519,0.042810,0.012677,0.020160,outputs_nonstutter
0.047731,0.025132,3.048220,0.153577,0.200699,0.328411,0.010269,0.053267,-26.753928,2.037230,0.517806,0.027029,-0.341531,0.073407,0.061380,-0.086480,0.092155,-0.112843,-0.029241,-0.175980,-0.282599,0.058675,0.011218,0.031802,0.004778,0.004246,0.002752,0.079734,0.001683,0.002140,0.002674,0.072406,0.011254,0.044338,0.037757,0.037450,0.199434,0.033121,0.016066,0.369832,0.009962,0.070507,2.691118,0.567810,0.453480,0.419993,0.377077,0.259377,0.209077,0.241027,0.292277,0.166532,0.347042,0.325136,0.483175,0.072581,0.028246,0.032900,0.003283,0.002888,0.001942,0.077430,0.003091,0.002389,0.001481,0.061910,0.015964,0.015246,outputs_nonstutter
0.059052,0.042047,2.813012,0.269984,0.235193,0.904398,0.006675,0.080172,-31.383441,1.619271,0.550574,-0.345945,-0.246541,-0.137130,-0.057643,0.061019,-0.052171,-0.036421,-0.012872,-0.234883,-0.118318,0.039435,0.006185,0.026237,0.010066,0.042492,0.004725,0.029728,0.000716,0.004162,0.004255,0.024673,0.012765,0.032155,0.031336,0.063655,0.846872,0.160863,0.049382,0.743034,0.007004,0.132831,9.613380,1.217953,0.531974,0.483415,0.354234,0.195551,0.234443,0.242584,0.156332,0.223346,0.291996,0.344033,0.332923,0.061253,0.009729,0.034525,0.014378,0.053156,0.007467,0.047190,0.000859,0.006295,0.004997,0.035591,0.029440,0.013020,outputs_nonstutter
0.077949,0.048493,3.069224,0.171610,0.189240,0.663269,0.008667,0.114927,-25.696669,1.996528,1.118271,-0.370039,-0.220150,-0.169930,0.010211,0.054854,-0.027351,-0.023005,-0.030042,-0.287753,-0.234646,0.059478,0.005119,0.042111,0.005765,0.003523,0.002872,0.045678,0.001232,0.002623,0.004012,0.053740,0.021107,0.037336,0.072062,0.054177,0.315027,0.067804,0.019917,0.799796,0.009700,0.150155,1.995972,1.200211,0.487457,0.487243,0.364366,0.348010,0.292352,0.230394,0.208966,0.239896,0.266077,0.323592,0.316494,0.063192,0.007134,0.053335,0.005768,0.004225,0.003991,0.059353,0.001892,0.003835,0.005494,0.059389,0.041306,0.017966,outputs_nonstutter
0.039723,0.029670,2.984669,0.149268,0.203341,0.256471,0.009549,0.031171,-26.420931,2.235153,0.326523,0.289881,-0.288711,-0.110925,0.165354,-0.090024,-0.066191,0.088438,0.063546,-0.092418,-0.104607,0.031329,0.001557,0.023922,0.005793,0.003497,0.003291,0.123122,0.000574,0.003001,0.003895,0.107821,0.019297,0.051478,0.013696,0.051977,0.237236,0.028158,0.010663,0.266957,0.014219,0.040671,1.603978,0.921044,0.249323,0.430464,0.361900,0.324601,0.220188,0.167053,0.171264,0.150951,0.166574,0.226106,0.253548,0.046141,0.001602,0.034164,0.009228,0.002152,0.002832,0.073385,0.000482,0.002906,0.002348,0.054713,0.038652,0.009960,outputs_nonstutter
0.119896,0.038932,3.095663,0.213596,0.185667,1.066999,0.005681,0.187296,-26.387672,1.724490,1.234172,-0.353106,-0.050493,-0.200336,0.095336,0.007689,-0.148321,-0.074175,-0.114895,-0.343961,-0.110762,0.010408,0.012810,0.062857,0.011286,0.005359,0.002914,0.046076,0.000654,0.001810,0.001525,0.050768,0.001423,0.033798,0.082814,0.042201,0.246978,0.061632,0.023617,0.800454,0.005298,0.168184,2.220142,0.903530,0.561185,0.647648,0.340585,0.194774,0.189823,0.200679,0.197107,0.237266,0.427639,0.345823,0.334711,0.018308,0.019047,0.081876,0.023191,0.008191,0.002017,0.056396,0.000774,0.001340,0.001143,0.066383,0.001086,0.022701,outputs_nonstutter
0.105059,0.022626,3.004569,0.188260,0.172356,0.829339,0.012234,0.156488,-25.964610,1.670511,1.184028,-0.583327,-0.386792,0.010510,0.106358,0.037002,0.071501,-0.285934,-0.111753,-0.416824,-0.345476,0.055937,0.014463,0.049458,0.012143,0.004754,0.001470,0.006046,0.001076,0.001255,0.002042,0.010819,0.014915,0.026319,0.083925,0.019935,0.319018,0.073180,0.022841,0.723306,0.008805,0.147052,1.487688,1.131583,0.640922,0.287512,0.355883,0.327474,0.160525,0.290721,0.214903,0.325957,0.281671,0.315841,0.351135,0.064649,0.022366,0.059318,0.025168,0.008239,0.001399,0.003938,0.001458,0.001234,0.002041,0.013223,0.030921,0.019447,outputs_nonstutter
0.083348,0.043389,3.106080,0.176433,0.184419,0.651734,0.008241,0.111706,-26.187108,2.140598,0.801759,-0.210778,-0.219304,-0.113196,0.076037,0.106524,0.047712,0.040956,0.141608,-0.191137,-0.152678,0.040466,0.001526,0.022155,0.003948,0.003194,0.002292,0.060786,0.000306,0.002317,0.002880,0.078956,0.032622,0.038060,0.086878,0.049959,0.151133,0.064284,0.024741,0.777766,0.009599,0.147692,1.958788,0.755160,0.515041,0.625289,0.333666,0.243956,0.179628,0.279317,0.223026,0.214092,0.199756,0.301099,0.255152,0.053793,0.001878,0.027652,0.006281,0.003196,0.001908,0.064608,0.000250,0.001716,0.001640,0.072106,0.050985,0.020394,outputs_nonstutter
0.035821,0.044190,3.067827,0.136009,0.197907,0.154781,0.006598,0.022142,-26.213518,2.437296,0.136028,0.235525,-0.348024,-0.026616,0.159984,-0.227377,0.003110,0.146162,0.093168,-0.014177,-0.244631,0.033669,0.001211,0.018661,0.003813,0.003737,0.004984,0.083483,0.001479,0.005498,0.005890,0.120277,0.016636,0.045039,0.011188,0.059608,0.268120,0.030523,0.020923,0.087857,0.007770,0.008781,2.412548,0.619956,0.695635,0.389581,0.240656,0.297870,0.251943,0.289533,0.258367,0.194504,0.126173,0.141024,0.354664,0.041156,0.000955,0.013619,0.002644,0.002808,0.006593,0.066189,0.003144,0.008572,0.008272,0.060693,0.030178,0.013664,outputs_nonstutter
0.054809,0.064524,3.023340,0.169252,0.204625,0.419408,0.002009,0.053312,-23.484878,2.175094,0.495566,0.340090,0.035050,-0.066327,0.315337,-0.035834,-0.215899,0.209953,0.185231,-0.045960,0.136795,0.002871,0.000500,0.016479,0.002442,0.003043,0.002152,0.165220,0.000388,0.003150,0.002112,0.145945,0.001902,0.057646,0.023512,0.014637,0.090568,0.017257,0.013087,0.378056,0.000831,0.071417,0.239268,0.294107,0.239425,0.148354,0.133216,0.128780,0.170431,0.103406,0.109199,0.126731,0.131359,0.118258,0.138674,0.002415,0.000329,0.008958,0.002736,0.001614,0.001431,0.035454,0.000297,0.002386,0.001611,0.019984,0.001191,0.007570,outputs_nonstutter
0.041357,0.102658,3.000424,0.157843,0.206340,0.223956,0.001905,0.017196,-22.699096,2.142410,0.420380,0.356124,0.045055,-0.018627,0.305821,-0.170412,-0.126455,0.150508,0.179259,-0.019360,0.094239,0.004217,0.000423,0.013389,0.003227,0.002789,0.001834,0.201220,0.000547,0.004314,0.001943,0.138133,0.002088,0.063887,0.006838,0.012755,0.049617,0.006783,0.010021,0.087011,0.000707,0.014412,0.442168,0.287449,0.184327,0.180080,0.210078,0.185728,0.171832,0.134790,0.122240,0.155459,0.111387,0.134843,0.108552,0.002538,0.000326,0.011640,0.002142,0.001356,0.001285,0.032607,0.000300,0.003950,0.001397,0.012386,0.001336,0.006671,outputs_nonstutter
0.037840,0.083401,2.997796,0.154792,0.209914,0.163566,0.002082,0.012160,-23.092612,2.239225,0.285918,0.451995,-0.068554,-0.112755,0.237427,-0.067941,-0.070903,0.141370,0.037821,-0.021227,0.109131,0.004993,0.001308,0.014326,0.002590,0.002077,0.002837,0.218149,0.000367,0.002797,0.002458,0.129563,0.002543,0.066597,0.008199,0.013019,0.081592,0.008981,0.006619,0.023858,0.001394,0.003056,0.439661,0.212974,0.185859,0.152300,0.217458,0.181186,0.186766,0.182528,0.230166,0.147241,0.144534,0.149845,0.151341,0.004605,0.003553,0.006417,0.001758,0.001100,0.001710,0.033873,0.000233,0.001283,0.001419,0.017497,0.002352,0.007390,outputs_nonstutter
0.036774,0.030283,3.024682,0.155121,0.214217,0.140622,0.003398,0.012432,-26.246521,2.538722,0.249660,0.391378,-0.053248,-0.189861,0.199828,-0.068839,-0.136082,0.198485,0.065980,-0.012619,0.074879,0.011591,0.000668,0.008730,0.003051,0.003524,0.004071,0.192063,0.000428,0.003155,0.004526,0.127808,0.005847,0.064440,0.010834,0.054138,0.124480,0.020688,0.009926,0.052563,0.003869,0.005245,1.784055,0.429653,0.289514,0.194645,0.259161,0.173807,0.217802,0.145696,0.156362,0.150222,0.154419,0.120740,0.238003,0.013402,0.001204,0.005872,0.001805,0.003713,0.006150,0.093713,0.000644,0.003029,0.009706,0.027443,0.012574,0.014104,outputs_nonstutter
0.038884,0.026699,3.040864,0.139114,0.194177,0.170841,0.005777,0.033893,-24.611104,2.424044,0.023756,0.434707,0.055146,-0.014879,0.136773,-0.202731,-0.021339,0.049479,0.007741,0.159397,0.120961,0.005444,0.002251,0.011178,0.002987,0.003650,0.004253,0.166456,0.001196,0.023518,0.022754,0.075580,0.002786,0.050414,0.016538,0.018794,0.178616,0.033361,0.019310,0.128104,0.006874,0.048071,1.426282,0.679712,0.562804,0.268507,0.182217,0.240741,0.275604,0.229982,0.155189,0.136298,0.195985,0.211693,0.151301,0.006612,0.004374,0.008259,0.002156,0.002130,0.004679,0.084277,0.001349,0.034663,0.024208,0.038384,0.003452,0.021722,outputs_nonstutter
0.051815,0.031376,2.989384,0.167203,0.208329,0.263016,0.001728,0.043285,-25.009902,2.255112,0.378832,0.477689,0.043630,-0.161958,0.385284,-0.127903,-0.229830,0.211608,0.177734,0.015862,0.170656,0.002026,0.000327,0.011301,0.002228,0.002500,0.001786,0.255796,0.000247,0.002723,0.001661,0.107684,0.001351,0.073507,0.047753,0.007765,0.068460,0.035317,0.010883,0.370957,0.001129,0.104081,0.272273,0.168162,0.176988,0.172325,0.159323,0.130123,0.147671,0.148081,0.141003,0.155535,0.131524,0.152551,0.135522,0.001693,0.000333,0.005844,0.001561,0.001462,0.001393,0.043036,0.000139,0.002458,0.001028,0.016015,0.000843,0.011655,outputs_nonstutter
0.036366,0.027719,2.997868,0.150628,0.206620,0.154660,0.002920,0.015653,-27.313547,2.365984,0.026299,0.247149,-0.086559,-0.088711,0.304372,-0.167520,-0.119193,0.188996,0.132624,-0.097065,-0.092841,0.006456,0.005860,0.019690,0.002041,0.002089,0.001884,0.210622,0.009428,0.004163,0.001936,0.090089,0.002705,0.063173,0.008795,0.060936,0.152028,0.017134,0.018212,0.042417,0.003624,0.008722,2.690136,0.177650,0.474208,0.393536,0.199263,0.210271,0.164365,0.362094,0.197603,0.134047,0.158714,0.240255,0.444224,0.008415,0.012199,0.016497,0.001776,0.001401,0.001661,0.093972,0.019972,0.003148,0.001059,0.043359,0.001952,0.021617,outputs_nonstutter
0.041470,0.035745,3.073508,0.129331,0.177499,0.264134,0.013615,0.052858,-24.140146,2.009301,-0.113100,-0.366450,-0.182386,0.260637,-0.061188,-0.471824,0.080256,-0.327337,-0.310552,-0.369172,-0.462373,0.017328,0.014518,0.072570,0.044834,0.014267,0.004491,0.020843,0.016020,0.009236,0.007352,0.011436,0.004647,0.032560,0.020572,0.033150,0.231308,0.029453,0.018979,0.171719,0.008685,0.029044,1.512775,0.653977,0.681811,0.449617,0.359051,0.374250,0.373219,0.351342,0.191434,0.405585,0.348670,0.430173,0.352623,0.021144,0.020322,0.064004,0.059882,0.024396,0.005307,0.024520,0.036391,0.014884,0.008058,0.012600,0.008173,0.015682,outputs_nonstutter
0.096461,0.035925,2.902946,0.187035,0.179457,0.566184,0.010068,0.129764,-26.810889,2.047934,0.584903,-0.218250,-0.057387,0.047945,0.142755,-0.081136,0.054150,-0.005504,0.055286,-0.066802,-0.229141,0.041275,0.003212,0.029098,0.004483,0.013493,0.003693,0.094476,0.002950,0.002796,0.004246,0.029783,0.006269,0.036945,0.103665,0.038963,0.453875,0.090259,0.033090,0.622324,0.008761,0.162695,2.949573,0.765568,0.602752,0.504860,0.330569,0.567207,0.195935,0.239987,0.234722,0.227501,0.289729,0.318847,0.317091,0.067856,0.004963,0.036012,0.005848,0.022908,0.007510,0.091766,0.006490,0.002427,0.004014,0.032470,0.011127,0.023292,outputs_nonstutter
0.073230,0.035580,2.965745,0.166646,0.185148,0.458114,0.010182,0.092740,-26.737338,2.107264,0.125765,-0.043295,-0.185839,-0.047247,0.210456,-0.220195,0.060111,0.009721,0.024122,-0.138393,-0.077513,0.022173,0.007779,0.030501,0.009720,0.002911,0.004231,0.120203,0.009060,0.002766,0.002828,0.057640,0.003754,0.043981,0.083415,0.046372,0.345222,0.072488,0.024023,0.647411,0.009581,0.147993,3.184319,0.685732,0.533856,0.309927,0.313238,0.223246,0.310680,0.208747,0.256431,0.230434,0.406729,0.307240,0.331246,0.037426,0.014591,0.042548,0.024569,0.002438,0.005987,0.115050,0.017889,0.002143,0.004140,0.052257,0.005196,0.027421,outputs_nonstutter
0.053993,0.055044,3.133300,0.129491,0.183561,0.290699,0.013668,0.068285,-24.409026,2.286915,-0.002745,-0.293278,-0.446719,0.024872,-0.000703,0.049270,-0.068385,-0.190867,-0.161501,-0.309991,-0.529378,0.078025,0.010418,0.044507,0.012860,0.004572,0.002811,0.020978,0.004745,0.003322,0.005041,0.019500,0.029722,0.036378,0.072769,0.063574,0.317643,0.058231,0.019769,0.597617,0.009777,0.116599,1.950916,0.870835,0.594506,0.444822,0.412387,0.463472,0.304134,0.388345,0.240350,0.344291,0.323151,0.306884,0.314799,0.070642,0.020255,0.054671,0.022239,0.007938,0.003748,0.043961,0.007757,0.009041,0.011562,0.030758,0.043041,0.016112,outputs_nonstutter
0.099569,0.032041,3.061723,0.192674,0.187667,0.509526,0.005687,0.106443,-27.596960,1.958719,0.556472,0.044399,-0.233188,0.021792,0.128600,0.001587,0.030723,0.051346,0.179675,-0.179282,-0.067508,0.013288,0.001855,0.009590,0.003300,0.002598,0.002488,0.086376,0.000414,0.002605,0.005593,0.096079,0.020624,0.039568,0.110745,0.041464,0.208079,0.078628,0.032009,0.567940,0.006175,0.147225,2.433970,0.645779,0.404794,0.608792,0.354509,0.217054,0.274749,0.195161,0.166307,0.138130,0.133009,0.271122,0.249714,0.021625,0.003835,0.009591,0.003844,0.002671,0.003968,0.086512,0.000227,0.002253,0.009496,0.068950,0.045871,0.024405,outputs_nonstutter
0.059732,0.007341,3.039195,0.174022,0.205138,0.340870,0.002250,0.048094,-27.588985,2.138667,0.445329,0.423393,-0.019954,0.055182,0.216101,-0.125603,-0.001736,0.038171,0.286597,-0.058493,0.158051,0.003839,0.000898,0.012488,0.002765,0.002365,0.002391,0.130833,0.000570,0.004409,0.002284,0.160437,0.002150,0.054266,0.058208,0.018733,0.060746,0.039880,0.020708,0.457586,0.002056,0.101513,0.340806,0.297749,0.214085,0.142569,0.152889,0.162858,0.128838,0.109474,0.158981,0.138333,0.176669,0.143958,0.144500,0.002527,0.000444,0.007791,0.002307,0.001748,0.001758,0.046512,0.000428,0.002968,0.001841,0.047648,0.001263,0.015335,outputs_nonstutter
0.035662,0.025605,2.933072,0.132389,0.191948,0.164007,0.011203,0.024183,-26.771338,2.292923,0.049607,0.113069,-0.170656,-0.012212,0.260724,-0.090485,-0.109571,0.104562,0.005679,-0.079590,-0.126635,0.027464,0.003405,0.016418,0.006397,0.005317,0.009485,0.148752,0.001621,0.003483,0.005601,0.075402,0.009465,0.050491,0.012735,0.043997,0.369214,0.025918,0.019558,0.118385,0.010391,0.019794,2.635966,0.610886,0.654115,0.490549,0.326244,0.292894,0.342567,0.154015,0.303884,0.254265,0.232574,0.339770,0.347779,0.039597,0.006246,0.014831,0.012428,0.003552,0.021399,0.109702,0.003988,0.003677,0.008520,0.044032,0.018551,0.023303,outputs_nonstutter
0.038113,0.003541,2.939373,0.160069,0.203617,0.235453,0.003150,0.031352,-28.997116,2.126271,0.319676,0.331382,-0.066007,0.053773,0.215266,-0.129948,-0.044433,0.137821,0.257651,-0.043360,0.118634,0.005334,0.000585,0.008858,0.001970,0.004136,0.003893,0.242059,0.002165,0.004365,0.002587,0.100664,0.002587,0.069642,0.008861,0.011001,0.179856,0.024756,0.012716,0.207026,0.003116,0.053095,1.723874,0.371223,0.362109,0.235916,0.157334,0.199181,0.253508,0.250308,0.159706,0.179190,0.122434,0.169598,0.191608,0.004723,0.000424,0.005216,0.001379,0.005715,0.006427,0.059203,0.007703,0.004698,0.003346,0.024308,0.002199,0.015338,outputs_nonstutter
0.041334,0.024027,2.988108,0.144246,0.187376,0.342307,0.002402,0.045054,-24.472588,1.632387,0.232386,0.260875,-0.040766,-0.007081,-0.042003,0.054313,-0.024228,0.225660,0.052772,0.169811,0.067333,0.003186,0.000937,0.030576,0.002485,0.003534,0.002803,0.250646,0.000550,0.003435,0.002630,0.080638,0.001910,0.071793,0.011701,0.015306,0.147527,0.012695,0.019592,0.221136,0.001463,0.041572,1.298611,0.570515,0.314393,0.196512,0.169614,0.180397,0.227781,0.215754,0.192474,0.148223,0.195403,0.175147,0.127329,0.002840,0.000812,0.044131,0.001583,0.002505,0.001461,0.041219,0.000607,0.002488,0.001745,0.032552,0.001274,0.008570,outputs_nonstutter
0.039995,0.034290,2.985468,0.139375,0.185964,0.280391,0.014767,0.041561,-24.887677,1.997699,0.212102,0.219344,-0.009121,0.189588,0.017620,-0.017112,-0.122461,0.103001,-0.127732,0.015450,-0.073999,0.024855,0.000970,0.074450,0.008191,0.010713,0.002957,0.166185,0.001415,0.002423,0.002127,0.052173,0.007530,0.057424,0.027211,0.042201,0.168193,0.033639,0.019441,0.328778,0.023819,0.072446,1.521869,0.620134,0.583524,0.278860,0.264406,0.220525,0.214585,0.279105,0.249170,0.206923,0.265185,0.256006,0.257927,0.036224,0.000894,0.088705,0.013154,0.014238,0.002873,0.091669,0.002635,0.001330,0.001574,0.040164,0.016385,0.022907,outputs_nonstutter
0.036343,0.020700,3.006709,0.146894,0.204888,0.148214,0.005296,0.013929,-25.693667,2.291354,0.278681,0.279025,-0.047275,-0.028908,0.209868,-0.004345,-0.220290,0.070555,-0.013340,0.010278,0.157067,0.004176,0.000888,0.023981,0.011918,0.008507,0.004967,0.198595,0.000388,0.007255,0.001458,0.100127,0.001493,0.062257,0.011185,0.023133,0.146730,0.018598,0.016604,0.027834,0.006682,0.009506,1.348176,0.355850,0.147599,0.384701,0.216522,0.213246,0.277156,0.240196,0.204937,0.298392,0.305990,0.342342,0.262467,0.004781,0.002099,0.033677,0.022454,0.023690,0.010842,0.076183,0.000223,0.016780,0.001011,0.043327,0.001487,0.015481,outputs_nonstutter
0.048979,0.031778,3.037618,0.153064,0.196410,0.350857,0.001809,0.041334,-23.513894,1.769626,0.384971,0.365913,-0.065119,0.107004,-0.047325,0.030121,-0.042682,0.070526,0.110657,0.055709,0.016816,0.007600,0.001388,0.015487,0.003167,0.005311,0.004474,0.146292,0.000744,0.004277,0.003257,0.142377,0.003925,0.052604,0.013642,0.005328,0.074904,0.006796,0.011194,0.178798,0.000667,0.035627,0.708989,0.383012,0.220249,0.182337,0.139167,0.181440,0.188877,0.198688,0.185410,0.116646,0.308462,0.159012,0.170328,0.005213,0.000961,0.006349,0.001802,0.002777,0.003069,0.024213,0.000434,0.003277,0.002173,0.021295,0.003235,0.006057,outputs_nonstutter
0.039156,0.089361,3.006143,0.159538,0.212928,0.186150,0.001976,0.014065,-22.770716,2.254141,0.367464,0.426120,-0.098805,-0.003478,0.260226,-0.069350,-0.097221,0.168470,0.263996,-0.101836,0.053549,0.007721,0.000686,0.013571,0.003042,0.003746,0.001969,0.155809,0.000605,0.004860,0.002190,0.161661,0.002774,0.058924,0.007241,0.010339,0.071450,0.004827,0.004213,0.027883,0.000693,0.003044,0.303724,0.164991,0.152295,0.128984,0.156212,0.132041,0.193181,0.144542,0.139120,0.146628,0.130250,0.154086,0.107226,0.005478,0.000374,0.009467,0.002301,0.001606,0.001234,0.035680,0.000427,0.003836,0.001641,0.021018,0.002538,0.003979,outputs_nonstutter
0.067695,0.040157,2.945681,0.164478,0.188633,0.462267,0.010337,0.090245,-25.840621,1.828051,0.223911,-0.322469,-0.418127,0.077084,0.032691,-0.079266,-0.098107,-0.319724,-0.243560,-0.288435,-0.281359,0.008132,0.006579,0.057827,0.049845,0.006125,0.003015,0.037417,0.001191,0.013685,0.001959,0.032297,0.002893,0.033494,0.074246,0.056411,0.443200,0.072591,0.029401,0.668902,0.006345,0.145179,3.241102,0.809273,0.427979,0.581390,0.501022,0.323780,0.246869,0.370402,0.279330,0.340897,0.369017,0.255064,0.324921,0.010445,0.009328,0.048358,0.060485,0.006924,0.002391,0.063682,0.001448,0.026651,0.001505,0.055844,0.004563,0.019016,outputs_nonstutter
0.059800,0.079103,3.205263,0.154160,0.189555,0.385858,0.012220,0.058122,-24.082769,1.894733,0.855530,-0.904310,-0.466228,0.091997,0.064415,0.154579,-0.099891,-0.154404,-0.286329,-0.361973,-0.552997,0.033766,0.022376,0.091197,0.018100,0.005428,0.005024,0.006822,0.000984,0.001686,0.002631,0.010762,0.032464,0.038174,0.051927,0.042928,0.129003,0.043998,0.017298,0.481215,0.009420,0.087636,1.172717,0.932716,0.761359,0.333511,0.361655,0.393415,0.196722,0.407462,0.315576,0.194944,0.496303,0.362139,0.390695,0.034698,0.029153,0.092544,0.040776,0.008876,0.008496,0.006948,0.001365,0.002124,0.004554,0.017269,0.051436,0.019530,outputs_nonstutter
0.091720,0.050275,2.990398,0.176033,0.174744,0.582646,0.014510,0.129038,-25.494978,2.086990,0.362074,-0.139667,-0.340510,-0.118617,0.006502,-0.252083,0.110633,-0.019696,-0.054148,-0.233383,-0.438297,0.036904,0.016366,0.043548,0.007106,0.003990,0.004605,0.034477,0.006205,0.003835,0.003723,0.031612,0.022286,0.030148,0.090380,0.038204,0.396393,0.082999,0.022935,0.682927,0.011465,0.146256,2.451367,0.945878,0.695849,0.332497,0.473793,0.357904,0.264656,0.267451,0.257383,0.297636,0.360101,0.341310,0.429114,0.047688,0.032115,0.053081,0.012521,0.006135,0.010186,0.049836,0.011307,0.007623,0.004658,0.043523,0.045037,0.017454,outputs_nonstutter
0.066629,0.067030,3.160791,0.154752,0.177974,0.465355,0.008000,0.088929,-25.339248,2.275620,0.685454,-0.196507,-0.387509,-0.020193,-0.045934,-0.017006,0.054465,0.068358,0.043417,-0.209090,-0.301224,0.066211,0.002044,0.016157,0.003816,0.002595,0.004008,0.056791,0.001358,0.001804,0.003090,0.069920,0.023786,0.041212,0.076664,0.063189,0.192272,0.069626,0.020525,0.597719,0.010756,0.127028,2.459180,0.817826,0.395724,0.568509,0.381894,0.224138,0.320485,0.281819,0.213920,0.195346,0.205597,0.291686,0.290987,0.075421,0.002610,0.015946,0.002860,0.001687,0.003361,0.076486,0.002303,0.001579,0.002936,0.068198,0.037065,0.019592,outputs_nonstutter
